score_id,run_id,method,model,variant,benchmark,protocol,split,task_count,pass_count,pass_rate,plus_pass_count,plus_pass_rate,metric_name,metric_value,result_completeness,validity_status,evidence_status,source_file,notes
eb0292296cd19fc7,qwen25c15b_official_evalhalf_20260729_172949,baseline,Qwen/Qwen2.5-Coder-1.5B-Instruct,baseline,livecodebench,r4_half,eval,200,28,0.14,,,pass_rate,0.14,complete,valid,present,results/evidence/r4_half/qwen25c15b_official_evalhalf_20260729_172949/livecodebench/score/score_summary.json,variant inferred from score path
24493affa1b05500,qwen25c15b_official_evalhalf_20260729_172949,baseline,Qwen/Qwen2.5-Coder-1.5B-Instruct,baseline,mbpp,r4_half,eval,224,115,0.5133928571428571,,,pass_rate,0.5133928571428571,complete,valid,present,results/evidence/r4_half/qwen25c15b_official_evalhalf_20260729_172949/mbpp_evalplus/score/score_summary.json,variant inferred from score path
760a89dd2f000e86,qwen25c3b_official_evalhalf_20260727_135521,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,humaneval,r4_half,eval,82,27,0.32926829268292684,,,pass_rate,0.32926829268292684,complete,valid,present,results/evidence/r4_half/qwen25c3b_official_evalhalf_20260727_135521/humaneval_score/score_summary.json,variant inferred from score path
c25c27aed13fdabc,qwen25c3b_official_evalhalf_20260727_135521,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,livecodebench,r4_half,eval,200,61,0.305,,,pass_rate,0.305,complete,valid,present,results/evidence/r4_half/qwen25c3b_official_evalhalf_20260727_135521/livecodebench/score/score_summary.json,variant inferred from score path
9491c076f0f48ef3,qwen25c3b_official_evalhalf_20260727_135521,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,mbpp,r4_half,eval,224,154,0.6875,,,pass_rate,0.6875,complete,valid,present,results/evidence/r4_half/qwen25c3b_official_evalhalf_20260727_135521/mbpp_evalplus/score/score_summary.json,variant inferred from score path
de0025ea4fcbcd65,qwen25c3b_r4_baseline_evalhalf_20260723_193503,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,humaneval,r4_half,eval,82,2,0.024390243902439025,,,pass_rate,0.024390243902439025,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_20260723_193503/humaneval/score_summary.json,variant inferred from score path
01bc414edca5cf4f,qwen25c3b_r4_baseline_evalhalf_20260723_193503,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,livecodebench,r4_half,eval,200,32,0.16,,,pass_rate,0.16,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_20260723_193503/livecodebench/score_summary.json,variant inferred from score path
37f23fcf8c72b438,qwen25c3b_r4_baseline_evalhalf_20260723_193503,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,mbpp,r4_half,eval,224,117,0.5223214285714286,,,pass_rate,0.5223214285714286,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_20260723_193503/mbpp/score_summary.json,variant inferred from score path
ab35d7bc03dc6dd6,qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,humaneval,r4_half,eval,82,2,0.024390243902439025,,,pass_rate,0.024390243902439025,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426/humaneval/score_summary.json,variant inferred from score path
0fb2516dc9293a61,qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,livecodebench,r4_half,eval,200,16,0.08,,,pass_rate,0.08,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426/livecodebench/score_summary.json,variant inferred from score path
a85bec9cb2d6cafe,qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,baseline,mbpp,r4_half,eval,224,117,0.5223214285714286,,,pass_rate,0.5223214285714286,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426/mbpp/score_summary.json,variant inferred from score path
048052387f937c9e,slicegpt_codellama7b_r4_benchguided_evalhalf_20260726_053225,SliceGPT,codellama/CodeLlama-7b-hf,unknown,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,partial,under_review,present,results/evidence/r4_half/slicegpt_codellama7b_r4_benchguided_evalhalf_20260726_053225/humaneval/score_summary.json,variant could not be inferred
a5dd45c93827ad3c,slicegpt_codellama7b_r4_benchguided_evalhalf_20260726_053225,SliceGPT,codellama/CodeLlama-7b-hf,unknown,mbpp,r4_half,eval,82,0,0.0,,,pass_rate,0.0,partial,under_review,present,results/evidence/r4_half/slicegpt_codellama7b_r4_benchguided_evalhalf_20260726_053225/mbpp/score_summary.json,variant could not be inferred
e60940d1f78baaa2,slicegpt_qwen25c15b_official_keep80_gpu_20260731_011001,SliceGPT,Qwen/Qwen2.5-Coder-1.5B-Instruct,official_keep80,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/slicegpt_qwen25c15b_official_keep80_gpu_20260731_011001/eval/humaneval/score/score_summary.json,variant inferred from score path
c96fef448417ba0f,slicegpt_qwen25c15b_official_keep80_gpu_20260731_011001,SliceGPT,Qwen/Qwen2.5-Coder-1.5B-Instruct,official_keep80,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/slicegpt_qwen25c15b_official_keep80_gpu_20260731_011001/eval/livecodebench/score/score_summary.json,variant inferred from score path
cb69677be9201f8e,slicegpt_qwen25c15b_official_keep80_gpu_20260731_011001,SliceGPT,Qwen/Qwen2.5-Coder-1.5B-Instruct,official_keep80,mbpp,r4_half,eval,224,2,0.008928571428571428,,,pass_rate,0.008928571428571428,complete,valid,present,results/evidence/r4_half/slicegpt_qwen25c15b_official_keep80_gpu_20260731_011001/eval/mbpp_evalplus/score/score_summary.json,variant inferred from score path
87bb6fb05edefd54,flab_qwen3b_pruned_humaneval_smoke_eval_20260721_182050,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,unknown,humaneval,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/flab_qwen3b_pruned_humaneval_smoke_eval_20260721_182050/score_summary.json,variant could not be inferred
66cd476ef22eb138,flab_qwen3b_pruned_mbpp_smoke_eval_20260721_185132,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,unknown,mbpp,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/flab_qwen3b_pruned_mbpp_smoke_eval_20260721_185132/score_summary.json,variant could not be inferred
c397e2724656f7e4,llmpruner_codellama7b_humaneval_4task_offload_smoke_20260722_232800,LLM-Pruner,codellama/CodeLlama-7b-hf,unknown,humaneval,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/llmpruner_codellama7b_humaneval_4task_offload_smoke_20260722_232800/score_summary.json,variant could not be inferred
9d2d4a199261f5b9,llmpruner_codellama7b_mbpp_4task_offload_smoke_20260722_233633,LLM-Pruner,codellama/CodeLlama-7b-hf,unknown,mbpp,smoke,eval,4,1,0.25,,,pass_rate,0.25,complete,under_review,present,results/evidence/smoke/llmpruner_codellama7b_mbpp_4task_offload_smoke_20260722_233633/score_summary.json,variant could not be inferred
fbad751d817d3436,qwen15b_humaneval_smoke_eval_20260721_180903,baseline,Qwen/Qwen2.5-Coder-1.5B-Instruct,unknown,humaneval,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/qwen15b_humaneval_smoke_eval_20260721_180903/score_summary.json,variant could not be inferred
43e17c56caadd3b4,qwen15b_mbpp_smoke_eval_20260721_184715,baseline,Qwen/Qwen2.5-Coder-1.5B-Instruct,unknown,mbpp,smoke,eval,4,1,0.25,,,pass_rate,0.25,complete,under_review,present,results/evidence/smoke/qwen15b_mbpp_smoke_eval_20260721_184715/score_summary.json,variant could not be inferred
3fe1f149a7089114,qwen3b_humaneval_smoke_eval_20260721_181657,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,unknown,humaneval,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/qwen3b_humaneval_smoke_eval_20260721_181657/score_summary.json,variant could not be inferred
ca9b1d011211f68a,qwen3b_mbpp_smoke_eval_20260721_184936,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,unknown,mbpp,smoke,eval,4,2,0.5,,,pass_rate,0.5,complete,under_review,present,results/evidence/smoke/qwen3b_mbpp_smoke_eval_20260721_184936/score_summary.json,variant could not be inferred
88e6404c0b9b2d25,slicegpt_codellama7b_humaneval_1task_offload_smoke_20260723_011118,SliceGPT,codellama/CodeLlama-7b-hf,unknown,humaneval,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/slicegpt_codellama7b_humaneval_1task_offload_smoke_20260723_011118/score_summary.json,variant could not be inferred
efb17cb6912a6eb1,slicegpt_codellama7b_r3_humaneval_mbpp_4task_20260723_021439,SliceGPT,codellama/CodeLlama-7b-hf,unknown,humaneval,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/slicegpt_codellama7b_r3_humaneval_mbpp_4task_20260723_021439/humaneval/score_summary.json,variant could not be inferred
d8abe73712859ce1,slicegpt_codellama7b_r3_humaneval_mbpp_4task_20260723_021439,SliceGPT,codellama/CodeLlama-7b-hf,unknown,mbpp,smoke,eval,4,0,0.0,,,pass_rate,0.0,complete,under_review,present,results/evidence/smoke/slicegpt_codellama7b_r3_humaneval_mbpp_4task_20260723_021439/mbpp/score_summary.json,variant could not be inferred
